Curso;Unidade de execução;Turno;Turma;Inscritos no turno;Semana;Duração;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;49;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;48;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;47;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;46;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;45;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;44;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;43;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;42;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;39;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;51;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;50;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;49;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;48;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;47;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;46;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;45;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;44;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;43;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;42;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;41;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;40;01:30:00;Não necessita de sala;;;
LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;L0784-2PL04;;0;39;01:30:00;Não necessita de sala;;;
MIA;Projecto Final de Arquitectura;L6096PL03;ARE4, ARE3;26;39;01:30:00;Arq 2;;;
MIA;Projecto Final de Arquitectura;L6096PL03;ARE4, ARE3;26;39;01:30:00;Arq 2;;;
MEInt;Dissertação em Estudos Internacionais;02075S01;MEIB1;15;48;02:00:00;Sala Aulas Mestrado;;;
LG;Macroeconomia;L0236PL10;GB5;26;50;01:30:00;Sala de Aulas normal;;;
LG, LGIL;Empreendedorismo;L5033TP03;GC2;41;49;01:30:00;Sala de Aulas normal;;;
LG, LGIL;Empreendedorismo;L5033TP03;GC2;41;50;01:30:00;Sala de Aulas normal;;;
LG, LGIL;Empreendedorismo;L5033TP03;GC2;41;46;01:30:00;Sala de Aulas normal;;;
LG, LGIL;Empreendedorismo;L5033TP03;GC2;41;40;01:30:00;Sala de Aulas normal;;;
MGRHCO;Investigação em Gestão de Recursos Humanos: Análise de Dados Quantitativos;02888TP02;MGRHCOA2;18;48;01:30:00;Sala Aulas Mestrado Plus;;;
MG;Planeamento e Inovação em Marketing;01784TP06;MGA1;38;41;01:30:00;Sala Aulas Mestrado;;;
MG;Planeamento e Inovação em Marketing;01784TP06;MGA1;38;40;01:30:00;Sala Aulas Mestrado;;;
LG;Gestão Integrada das Operações;02031TP02;GC2;45;40;01:30:00;Sala de Aulas normal;;;
LG;Gestão Integrada das Operações;02031TP02;GC2;45;46;01:30:00;Sala de Aulas normal;;;
LETI-PL, LEI-PL, LIGE-PL;Redes Digitais II - Sistemas, Aplicações e Serviços;L5098-1TP03;ET-PLC1;1;39;01:30:00;Sala de Aulas normal;;;
MIA;Projecto de Arquitectura I;L2214S04;ARD6, ARD5, ARD4, ARD3, ARD2, ARD1;67;43;01:30:00;Anfiteatro aulas;;;
MIA;Projecto de Arquitectura I;L2214S04;ARD6, ARD5, ARD4, ARD3, ARD2, ARD1;67;42;01:30:00;Anfiteatro aulas;;;
MIA;Projecto de Arquitectura I;L2214S04;ARD6, ARD5, ARD4, ARD3, ARD2, ARD1;67;41;01:30:00;Anfiteatro aulas;;;
MIA;Projecto de Arquitectura I;L2214S04;ARD6, ARD5, ARD4, ARD3, ARD2, ARD1;67;40;01:30:00;Anfiteatro aulas;;;
MIA;Projecto de Arquitectura I;L2214S04;ARD6, ARD5, ARD4, ARD3, ARD2, ARD1;67;39;01:30:00;Anfiteatro aulas;;;
MGE;Métodos Quantitativos;M1503TP02;MGEA1;53;47;01:30:00;Sala Aulas Mestrado Plus;;;
MCCTI;Média e Opinião Pública;01721TP01;MCCTI-CP-A1;18;42;02:00:00;Sala Aulas Mestrado;;;
MCCTI;Média e Opinião Pública;01721TP01;MCCTI-CP-A1;18;41;02:00:00;Sala Aulas Mestrado;;;
MCCTI;Média e Opinião Pública;01721TP01;MCCTI-CP-A1;18;40;02:00:00;Sala Aulas Mestrado;;;
226;Liderança de Equipas e Gestão de Conflitos (Iefp);03010TP03;A;24;42;02:00:00;Sala de Aulas normal;;;
MG;Contabilidade Avançada;M8488TP04;MGA1;39;48;01:30:00;Sala Aulas Mestrado;;;
MG;Contabilidade Avançada;M8488TP04;MGA1;39;48;01:30:00;Sala Aulas Mestrado;;;
MG;Contabilidade Avançada;M8488TP04;MGA1;39;45;01:30:00;Sala Aulas Mestrado;;;
PGJ;Jornalismo em Rede, Internet e Sociedade;02172TP01;PJJA1;14;43;02:00:00;Não necessita de sala;;;
PGJ;Jornalismo em Rede, Internet e Sociedade;02172TP01;PJJA1;14;41;02:00:00;Não necessita de sala;;;
PGJ;Jornalismo em Rede, Internet e Sociedade;02172TP01;PJJA1;14;43;02:00:00;Não necessita de sala;;;
PGJ;Jornalismo em Rede, Internet e Sociedade;02172TP01;PJJA1;14;41;02:00:00;Não necessita de sala;;;
PGJ;Jornalismo em Rede, Internet e Sociedade;02172TP01;PJJA1;14;41;02:00:00;Sala de Aulas normal;;;
PGJ;Jornalismo em Rede, Internet e Sociedade;02172TP01;PJJA1;14;40;02:00:00;Sala de Aulas normal;;;
PGJ;Jornalismo em Rede, Internet e Sociedade;02172TP01;PJJA1;14;42;02:00:00;Não necessita de sala;;;
PGJ;Jornalismo em Rede, Internet e Sociedade;02172TP01;PJJA1;14;40;02:00:00;Sala de Aulas normal;;;
PGJ;Jornalismo em Rede, Internet e Sociedade;02172TP01;PJJA1;14;42;02:00:00;Não necessita de sala;;;
PGJ;Jornalismo em Rede, Internet e Sociedade;02172TP01;PJJA1;14;40;02:00:00;Não necessita de sala;;;
226;Programação em Ferramentas Office Avançadas;02997TP01;D;22;42;02:00:00;Sala de Aulas normal;;;
226;Programação em Ferramentas Office Avançadas;02997TP01;D;22;42;02:00:00;Sala de Aulas normal;;;
MAE;Dissertação em Administração Escolar;01670S01;MAEB1;16;49;02:00:00;Sala Aulas Mestrado;;;
MAE;Dissertação em Administração Escolar;01670S01;MAEB1;16;48;02:00:00;Sala Aulas Mestrado;;;
MAE;Dissertação em Administração Escolar;01670S01;MAEB1;16;46;02:00:00;Sala Aulas Mestrado;;;
MAE;Dissertação em Administração Escolar;01670S01;MAEB1;16;45;02:00:00;Sala Aulas Mestrado;;;
DCP;Tese em Ciência Política - Especialização em Relações Internacionais III;02572S01;DCPC1;1;43;02:00:00;Sala Aulas Mestrado;;;
MGST;Seminário de Investigação em Gestão de Serviços e Tecnologia;01811S01;MGSTB1;33;44;05:00:00;Sala Aulas Mestrado;;;
MIA;Projecto Urbano II;L2274TP01;ARC6, ARC5;20;39;01:30:00;Arq 2;;;
MIA;Projecto Urbano II;L2274TP01;ARC6, ARC5;20;39;01:30:00;Arq 2;;;
LP;Psicologia das Organizações e do Trabalho;02399TP02;PB4, PB2;59;51;01:30:00;Sala de Aulas normal;;;
LP;Psicologia das Organizações e do Trabalho;02399TP02;PB4, PB2;59;51;01:30:00;Sala de Aulas normal;;;
226;Introdução ao Software de Código Aberto (Iefp);03002TP01;D;22;42;02:00:00;Sala de Aulas normal;;;
MPP;Estágio em Políticas Públicas;01717-1S01;MPPB1_R, MPPB1;11;41;02:00:00;Sala Aulas Mestrado;;;
LE;Economia e Estratégia da Propriedade Intelectual;02668TP01;EC2, EC1;25;47;01:30:00;Sala de Aulas normal;;;
LE;Economia e Estratégia da Propriedade Intelectual;02668TP01;EC2, EC1;25;39;01:30:00;Sala de Aulas normal;;;
LE;Economia e Estratégia da Propriedade Intelectual;02668TP01;EC2, EC1;25;51;01:30:00;Sala de Aulas normal;;;
LE;Economia e Estratégia da Propriedade Intelectual;02668TP01;EC2, EC1;25;49;01:30:00;Sala de Aulas normal;;;
LE;Economia e Estratégia da Propriedade Intelectual;02668TP01;EC2, EC1;25;47;01:30:00;Sala de Aulas normal;;;
PC;Arte e Arquitetura Portuguesa;02277TSTP01;SIPN;5;51;03:00:00;Não necessita de sala;;;
LG;Estratégia Empresarial;EETP01;GC1;39;49;01:30:00;Sala de Aulas normal;;;
LG;Estratégia Empresarial;EETP01;GC1;39;42;01:30:00;Sala de Aulas normal;;;
LG;Estratégia Empresarial;EETP01;GC1;39;41;01:30:00;Sala de Aulas normal;;;
LG;Estratégia Empresarial;EETP06;GC5;32;49;01:30:00;Sala de Aulas normal;;;
LG;Estratégia Empresarial;EETP06;GC5;32;43;01:30:00;Sala de Aulas normal;;;
LG;Estratégia Empresarial;EETP06;GC5;32;49;01:30:00;Sala de Aulas normal;;;
LG;Estratégia Empresarial;EETP06;GC5;32;46;01:30:00;Sala de Aulas normal;;;
MG;Estratégia Financeira da Empresa;M8136TP03;MGA2;36;48;01:30:00;Sala Aulas Mestrado;;;
MG;Estratégia Financeira da Empresa;M8136TP03;MGA2;36;48;01:30:00;Sala Aulas Mestrado;;;
MG;Planeamento e Inovação em Marketing;01784T03;MGA4;37;45;01:30:00;Sala Aulas Mestrado;;;
MF;Futuros, Forwards e Swaps;M8508TP01;MFA1;35;47;01:30:00;Sala Aulas Mestrado Plus;;;
LCP;Análise de Dados em Ciências Sociais - Descritiva;L5400-3TP05;CPA1;32;43;01:30:00;Sala de Aulas normal;;;
LCP;Análise de Dados em Ciências Sociais - Descritiva;L5400-3TP05;CPA1;32;50;01:30:00;Laboratório de Informática;;;
LCP;Análise de Dados em Ciências Sociais - Descritiva;L5400-3TP05;CPA1;32;50;01:30:00;Laboratório de Informática;;;
PGJ;Narrativas Multimédia (Pg);02176TP01;PJJA1;14;51;02:00:00;Não necessita de sala;;;
PGJ;Narrativas Multimédia (Pg);02176TP01;PJJA1;14;50;02:00:00;Não necessita de sala;;;
PGJ;Narrativas Multimédia (Pg);02176TP01;PJJA1;14;49;02:00:00;Não necessita de sala;;;
PGJ;Narrativas Multimédia (Pg);02176TP01;PJJA1;14;51;02:00:00;Não necessita de sala;;;
PGJ;Narrativas Multimédia (Pg);02176TP01;PJJA1;14;50;02:00:00;Não necessita de sala;;;
PGJ;Narrativas Multimédia (Pg);02176TP01;PJJA1;14;49;02:00:00;Não necessita de sala;;;
PGJ;Narrativas Multimédia (Pg);02176TP01;PJJA1;14;51;02:00:00;Não necessita de sala;;;
PGJ;Narrativas Multimédia (Pg);02176TP01;PJJA1;14;50;02:00:00;Não necessita de sala;;;
PGJ;Narrativas Multimédia (Pg);02176TP01;PJJA1;14;49;02:00:00;Não necessita de sala;;;
MGST;Análise de Projectos de Investimento;M1617TP01;MGSTA1;24;46;01:30:00;Sala Aulas Mestrado;;;
MGST;Análise de Projectos de Investimento;M1617TP01;MGSTA1;24;39;01:30:00;Sala Aulas Mestrado;;;
MGST;Análise de Projectos de Investimento;M1617TP01;MGSTA1;24;46;01:30:00;Sala Aulas Mestrado;;;
MS;Dissertação em Sociologia;01954S01;MSocB1, MSB1;27;47;02:00:00;Não necessita de sala;;;
LS;Laboratório de Pesquisa Observacional;L6099-1PL02;SB1;33;50;01:30:00;Sala de Aulas normal;;;
LS;Laboratório de Pesquisa Observacional;L6099-1PL02;SB1;33;50;01:30:00;Sala de Aulas normal;;;
MEECult, MGEC;Questões de Museologia;QMTP01;MEEC-M-A1;16;44;02:00:00;Sala Aulas Mestrado;;;
LG;Microeconomia;L5004-2PL07;GAi;31;47;01:30:00;Sala de Aulas normal;;;
LG;Microeconomia;L5004-2PL07;GAi;31;40;01:30:00;Sala de Aulas normal;;;
LG;Microeconomia;L5004-2PL07;GAi;31;49;01:30:00;Sala de Aulas normal;;;
LG;Microeconomia;L5004-2PL07;GAi;31;47;01:30:00;Sala de Aulas normal;;;
LGRH;Avaliação de Desempenho;ADesTP01;GRHB1;60;46;01:30:00;Sala de Aulas normal;;;
LGRH;Avaliação de Desempenho;ADesTP01;GRHB1;60;43;01:30:00;Sala de Aulas normal;;;
LGRH;Avaliação de Desempenho;ADesTP01;GRHB1;60;40;01:30:00;Sala de Aulas normal;;;
LGRH;Avaliação de Desempenho;ADesTP01;GRHB1;60;46;01:30:00;Sala de Aulas normal;;;
LGRH;Avaliação de Desempenho;ADesTP01;GRHB1;60;43;01:30:00;Sala de Aulas normal;;;
LGRH;Avaliação de Desempenho;ADesTP01;GRHB1;60;40;01:30:00;Sala de Aulas normal;;;
LGRH;Análise de Dados;ADTP01;GRHB1;74;43;01:30:00;Laboratório de Informática;;;
LGRH;Análise de Dados;ADTP01;GRHB1;74;42;01:30:00;Laboratório de Informática;;;
LGRH;Análise de Dados;ADTP01;GRHB1;74;41;01:30:00;Laboratório de Informática;;;
LGRH;Análise de Dados;ADTP01;GRHB1;74;40;01:30:00;Laboratório de Informática;;;
LGRH;Análise de Dados;ADTP01;GRHB1;74;39;01:30:00;Laboratório de Informática;;;
LGRH;Análise de Dados;ADTP01;GRHB1;74;43;01:30:00;Sala de Aulas normal;;;
LGRH;Análise de Dados;ADTP01;GRHB1;74;42;01:30:00;Sala de Aulas normal;;;
LGRH;Análise de Dados;ADTP01;GRHB1;74;41;01:30:00;Sala de Aulas normal;;;
LGRH;Análise de Dados;ADTP01;GRHB1;74;40;01:30:00;Sala de Aulas normal;;;
LGRH;Análise de Dados;ADTP01;GRHB1;74;39;01:30:00;Sala de Aulas normal;;;
MCE;Bases Biológicas das Emoções;00120-1PL01;MCEA1;13;42;02:00:00;Laboratório de Informática;;;
MCE;Bases Biológicas das Emoções;00120-1PL01;MCEA1;13;42;02:00:00;Laboratório de Informática;;;
LG;Macroeconomia;L0236PL12;GB1;36;39;01:30:00;Sala de Aulas normal;;;
LETI, LEI;Mecânica e Electricidade;L2103T01;EIA4, EIA3, EIA2, EIA1, ETA4, ETA3, ETA2, ETA1;185;46;01:30:00;Não necessita de sala;;;
LG;Investigação Operacional;IOTP02;GC4;35;47;01:30:00;Sala de Aulas normal;;;
LG;Investigação Operacional;IOTP02;GC4;35;49;01:30:00;Sala de Aulas normal;;;
LG;Investigação Operacional;IOTP02;GC4;35;50;01:30:00;Sala de Aulas normal;;;
MC;Reporte Empresarial;01185TP01;MContA1;38;40;01:30:00;Sala Aulas Mestrado;;;
MC;Reporte Empresarial;01185TP01;MContA1;38;40;01:30:00;Sala Aulas Mestrado;;;
MEECult, MGEC;Museus e História Contemporânea;M0832TP01;MGEC-M-B1, MEEC-M-B1;5;50;02:00:00;Sala Aulas Mestrado;;;
LG;Finanças de Empresa;FEmpTP02;GC5;41;51;01:30:00;Sala de Aulas normal;;;
LG;Finanças de Empresa;FEmpTP02;GC5;41;41;01:30:00;Sala de Aulas normal;;;
MG;Análise de Dados (2.º Ciclo);M3505TP03;MGA3;40;48;01:30:00;Sala Aulas Mestrado;;;
MG;Análise de Dados (2.º Ciclo);M3505TP03;MGA3;40;48;01:30:00;Laboratório de Informática;;;
ISCTE-IUL;Seminário em Media e Jornalismo;02159TP01;SEMIN_15;14;43;02:00:00;Sala de Aulas normal;;;
ISCTE-IUL;Seminário em Media e Jornalismo;02159TP01;SEMIN_15;14;39;02:00:00;Sala de Aulas normal;;;
226;Introdução à Programação (Iefp);02996TP03;A;24;42;02:00:00;Sala de Aulas normal;;;
226;Introdução à Programação (Iefp);02996TP03;A;24;42;02:00:00;Sala de Aulas normal;;;
DCP, MCP;Estágio em Ciência Política;02134-1S01;MCPB1, DCPA1;8;40;02:00:00;Sala Aulas Mestrado;;;
MPCPCJR, MPCPM;Ética e Desenvolvimento Profissional;00630-1TP02;MPCPMB1, MPCPCJRA1;13;44;02:00:00;Sala Aulas Mestrado;;;
MPCPCJR, MPCPM;Ética e Desenvolvimento Profissional;00630-1TP02;MPCPMB1, MPCPCJRA1;13;44;02:00:00;Sala Aulas Mestrado;;;
LA;Antropologia e Imagem;L5087-1TP01;A-C1;24;44;01:30:00;Não necessita de sala;;;
LA;Antropologia e Imagem;L5087-1TP01;A-C1;24;43;01:30:00;Não necessita de sala;;;
LA;Antropologia e Imagem;L5087-1TP01;A-C1;24;42;01:30:00;Não necessita de sala;;;
LA;Antropologia e Imagem;L5087-1TP01;A-C1;24;41;01:30:00;Não necessita de sala;;;
LA;Antropologia e Imagem;L5087-1TP01;A-C1;24;40;01:30:00;Não necessita de sala;;;
LA;Antropologia e Imagem;L5087-1TP01;A-C1;24;39;01:30:00;Não necessita de sala;;;
LA;Antropologia e Imagem;L5087-1TP01;A-C1;24;44;01:30:00;Não necessita de sala;;;
LA;Antropologia e Imagem;L5087-1TP01;A-C1;24;43;01:30:00;Não necessita de sala;;;
LA;Antropologia e Imagem;L5087-1TP01;A-C1;24;42;01:30:00;Não necessita de sala;;;
LA;Antropologia e Imagem;L5087-1TP01;A-C1;24;41;01:30:00;Não necessita de sala;;;
LA;Antropologia e Imagem;L5087-1TP01;A-C1;24;40;01:30:00;Não necessita de sala;;;
LA;Antropologia e Imagem;L5087-1TP01;A-C1;24;39;01:30:00;Não necessita de sala;;;
DMAG;Desenvolvimento do Desenho e Organização do Projecto de Investigação em Gestão Empresarial Aplicada;00362TP01;DGEA-CHEN-B1, DGEA-CANT-B1;51;46;03:00:00;Não necessita de sala;;;
DMAG;Desenvolvimento do Desenho e Organização do Projecto de Investigação em Gestão Empresarial Aplicada;00362TP01;DGEA-CHEN-B1, DGEA-CANT-B1;51;46;03:00:00;Não necessita de sala;;;
DMAG;Desenvolvimento do Desenho e Organização do Projecto de Investigação em Gestão Empresarial Aplicada;00362TP01;DGEA-CHEN-B1, DGEA-CANT-B1;51;46;04:00:00;Não necessita de sala;;;
DSS;Empreendedorismo e Integração Social;02827S01;DSSA1;5;46;02:00:00;Não necessita de sala;;;
DSS;Empreendedorismo e Integração Social;02827S01;DSSA1;5;40;02:00:00;Não necessita de sala;;;
LIGE-PL;Gestão Financeira II;L0618PL01;I-PLD1;10;46;01:30:00;Sala de Aulas normal;;;
LG;Introdução à Gestão;L0520-2PL03;GA2;37;51;01:30:00;Sala de Aulas normal;;;
LE;Economia Sectorial;L5014T01;EC2, EC1;79;42;01:30:00;Anfiteatro aulas;;;
226;Programação em Ferramentas Office Avançadas;02997TP03;B;25;42;02:00:00;Sala de Aulas normal;;;
226;Programação em Ferramentas Office Avançadas;02997TP03;B;25;42;02:00:00;Sala de Aulas normal;;;
LP;Psicologia Social;L5200PL02;PA3, PA1;53;49;01:30:00;Sala de Aulas normal;;;
LP;Psicologia Social;L5200PL02;PA3, PA1;53;45;01:30:00;Sala de Aulas normal;;;
DSS;Tese em Serviço Social III;02660S02;;0;48;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;47;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;46;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;45;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;44;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;43;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;42;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;41;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;40;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;47;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;46;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;45;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;44;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;43;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;42;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;41;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;40;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;47;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;46;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;45;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;44;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;43;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;42;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;41;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social III;02660S02;;0;40;03:00:00;Sala Aulas Mestrado;;;
LFC;Fiscalidade;L0605TP01;FCC2;34;50;01:30:00;Sala de Aulas normal;;;
LFC;Fiscalidade;L0605TP01;FCC2;34;44;01:30:00;Sala de Aulas normal;;;
LFC;Fiscalidade;L0605TP01;FCC2;34;50;01:30:00;Sala de Aulas normal;;;
LFC;Fiscalidade;L0605TP01;FCC2;34;44;01:30:00;Sala de Aulas normal;;;
MG;Estratégia Financeira da Empresa;M8136TP04;MGA4;37;48;01:30:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658T01;;0;48;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658T01;;0;47;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658T01;;0;46;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658T01;;0;45;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658T01;;0;44;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658T01;;0;43;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658T01;;0;42;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658T01;;0;41;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658T01;;0;40;03:00:00;Sala Aulas Mestrado;;;
MCCTI, MEECult, MGEC;Organizações, Profissões e Criatividade;01725-1TP01;;0;47;02:00:00;Sala Aulas Mestrado;;;
MCCTI, MEECult, MGEC;Organizações, Profissões e Criatividade;01725-1TP01;;0;46;02:00:00;Sala Aulas Mestrado;;;
MCCTI, MEECult, MGEC;Organizações, Profissões e Criatividade;01725-1TP01;;0;45;02:00:00;Sala Aulas Mestrado;;;
MCCTI, MEECult, MGEC;Organizações, Profissões e Criatividade;01725-1TP01;;0;44;02:00:00;Sala Aulas Mestrado;;;
MCCTI, MEECult, MGEC;Organizações, Profissões e Criatividade;01725-1TP01;;0;43;02:00:00;Sala Aulas Mestrado;;;
MCCTI, MEECult, MGEC;Organizações, Profissões e Criatividade;01725-1TP01;;0;42;02:00:00;Sala Aulas Mestrado;;;
MCCTI, MEECult, MGEC;Organizações, Profissões e Criatividade;01725-1TP01;;0;41;02:00:00;Sala Aulas Mestrado;;;
MCCTI, MEECult, MGEC;Organizações, Profissões e Criatividade;01725-1TP01;;0;40;02:00:00;Sala Aulas Mestrado;;;
MCCTI, MS;Dinâmicas Sociais da Internet;01718TP01;MCCTI-ICR-A1, MCCTI-CP-A1, MCCTI-CIC-A1, MCCTI-MJ-A1, MSA1;61;51;02:00:00;Sala Aulas Mestrado;;;
MCCTI, MS;Dinâmicas Sociais da Internet;01718TP01;MCCTI-ICR-A1, MCCTI-CP-A1, MCCTI-CIC-A1, MCCTI-MJ-A1, MSA1;61;49;02:00:00;Sala Aulas Mestrado;;;
LG, LGIL;Empreendedorismo;L5033TP06;GC4;35;49;01:30:00;Sala de Aulas normal;;;
LG, LGIL;Empreendedorismo;L5033TP06;GC4;35;45;01:30:00;Sala de Aulas normal;;;
LG, LGIL;Empreendedorismo;L5033TP06;GC4;35;48;01:30:00;Sala de Aulas normal;;;
LG, LGIL;Empreendedorismo;L5033TP06;GC4;35;45;01:30:00;Sala de Aulas normal;;;
DP, DPSL;Seminário de Investigação em Psicologia - Metodologias Avançadas;01832S02;LISPA1, DPA1;7;41;02:00:00;Sala Aulas Mestrado;;;
METI, MEI;Profissão, Ética e Sociedade;M8400TS02;MEI-SIGCB1, MEI-MB1;60;40;01:30:00;Sala Aulas Mestrado;;;
MG;Estratégia e Desenvolvimento Empresarial;M8505TP02;MGA3;39;48;01:30:00;Sala Aulas Mestrado;;;
MG;Estratégia e Desenvolvimento Empresarial;M8505TP02;MGA3;39;47;01:30:00;Sala Aulas Mestrado;;;
MG;Estratégia e Desenvolvimento Empresarial;M8505TP03;MGA4;37;47;01:30:00;Sala Aulas Mestrado;;;
DCCo;Tese em Ciências da Comunicação;01704S01;;0;47;02:00:00;Sala Aulas Mestrado;;;
DCCo;Tese em Ciências da Comunicação;01704S01;;0;46;02:00:00;Sala Aulas Mestrado;;;
DCCo;Tese em Ciências da Comunicação;01704S01;;0;45;02:00:00;Sala Aulas Mestrado;;;
DCCo;Tese em Ciências da Comunicação;01704S01;;0;44;02:00:00;Sala Aulas Mestrado;;;
DCCo;Tese em Ciências da Comunicação;01704S01;;0;43;02:00:00;Sala Aulas Mestrado;;;
DCCo;Tese em Ciências da Comunicação;01704S01;;0;42;02:00:00;Sala Aulas Mestrado;;;
DCCo;Tese em Ciências da Comunicação;01704S01;;0;41;02:00:00;Sala Aulas Mestrado;;;
DCCo;Tese em Ciências da Comunicação;01704S01;;0;40;02:00:00;Sala Aulas Mestrado;;;
DCCo;Tese em Ciências da Comunicação;01704S01;;0;47;02:00:00;Sala Aulas Mestrado;;;
DCCo;Tese em Ciências da Comunicação;01704S01;;0;46;02:00:00;Sala Aulas Mestrado;;;
DCCo;Tese em Ciências da Comunicação;01704S01;;0;45;02:00:00;Sala Aulas Mestrado;;;
